sentence,gold_terms,term_type,source_dataset,is_single_word,is_multiword
"I’ll handle it myself, MYOB.",MYOB,slang,genz_brainrot_slang,1,0
"Don’t worry, everyone’s a n00b at first.",n00b,slang,genz_brainrot_slang,1,0
"You really aced that presentation, N1!",N1,slang,genz_brainrot_slang,1,0
What’s up with you? N2M over here.,N2M,slang,genz_brainrot_slang,1,0
What’s new? NADT.,NADT,slang,genz_brainrot_slang,1,0
"This plant is rare, NALOPKT!",NALOPKT,slang,genz_brainrot_slang,1,0
"I was going to call, but NANA—it’s handled.",NANA,slang,genz_brainrot_slang,1,0
"I fixed the problem, NBD.",NBD,slang,genz_brainrot_slang,1,0
"You’re doing great for your first try, NBFAB!",NBFAB,slang,genz_brainrot_slang,1,0
"I love your new place, NC!",NC,slang,genz_brainrot_slang,1,0
"You hit two home runs, ND!",ND,slang,genz_brainrot_slang,1,0
Do you have NE idea what time the show starts?,NE,slang,genz_brainrot_slang,1,0
Is NE1 coming to the game tonight?,NE1,slang,genz_brainrot_slang,1,0
"I’ll pass on dessert, NFM.",NFM,slang,genz_brainrot_slang,1,0
"I tried it, but it’s NFM.",NFM,slang,genz_brainrot_slang,1,0
"NGL, that was the best meal I’ve had in a while.",NGL,slang,genz_brainrot_slang,1,0
I’m addicted to playing NFS.,NFS,slang,genz_brainrot_slang,1,0
"That car is NFS, sorry!",NFS,slang,genz_brainrot_slang,1,0
You got tickets to the concert? NFW!,NFW,slang,genz_brainrot_slang,1,0
"That meme is NFW, don’t open it here!",NFW,slang,genz_brainrot_slang,1,0
"Be careful with that link, it’s NFWS.",NFWS,slang,genz_brainrot_slang,1,0
"You played that perfectly, NH!",NH,slang,genz_brainrot_slang,1,0
"I’m home alone, NIFOC right now.",NIFOC,slang,genz_brainrot_slang,1,0
"Oh, I misunderstood earlier, NIGI now.",NIGI,slang,genz_brainrot_slang,1,0
"They’re proposing a new building, but it’s a total NIMBY situation.",NIMBY,slang,genz_brainrot_slang,1,0
"BRB, NIROK for a few minutes.",NIROK,slang,genz_brainrot_slang,1,0
Please send the report NLT Friday.,NLT,slang,genz_brainrot_slang,1,0
"What’s up? NM, just hanging out.",NM,slang,genz_brainrot_slang,1,0
"Wait, NM, I found the answer.",NM,slang,genz_brainrot_slang,1,0
"You played that card well, NM!",NM,slang,genz_brainrot_slang,1,0
"How’s it going? NMH, just relaxing.",NMH,slang,genz_brainrot_slang,1,0
What are you up to tonight? NMJC.,NMJC,slang,genz_brainrot_slang,1,0
Hey! What’s going on? NMU?,NMU,slang,genz_brainrot_slang,1,0
I told NO1 about the surprise.,NO1,slang,genz_brainrot_slang,1,0
"That player kept dying, total NOOB.",NOOB,slang,genz_brainrot_slang,1,0
He’s got some serious NOWL about computers.,NOWL,slang,genz_brainrot_slang,1,0
What’s going on with you? NOYB!,NOYB,slang,genz_brainrot_slang,1,0
Thanks for your help! NP!,NP,slang,genz_brainrot_slang,1,0
That NPC just gave me a quest.,NPC,slang,genz_brainrot_slang,1,0
She’s doing great as an NQT!,NQT,slang,genz_brainrot_slang,1,0
"You got double sixes, NR!",NR,slang,genz_brainrot_slang,1,0
I just wanted to update you—NRN.,NRN,slang,genz_brainrot_slang,1,0
"You got 100 points, NS!",NS,slang,genz_brainrot_slang,1,0
"That bowling split was tough, but NS!",NS,slang,genz_brainrot_slang,1,0
"I’m not looking for anything serious, just NSA.",NSA,slang,genz_brainrot_slang,1,0
"That video is NSFL, don’t watch it!",NSFL,slang,genz_brainrot_slang,1,0
"That image is NSFW, don’t open it at the office!",NSFW,slang,genz_brainrot_slang,1,0
"I think it’s ‘accommodate,’ NSISR.",NSISR,slang,genz_brainrot_slang,1,0
"You didn’t win, but NT!",NT,slang,genz_brainrot_slang,1,0
"What’s up? NTHING, just relaxing.",NTHING,slang,genz_brainrot_slang,1,0
NTS: Remember to send the email tomorrow.,NTS,slang,genz_brainrot_slang,1,0
"Forget what I said, NVM.",NVM,slang,genz_brainrot_slang,1,0
I’d NVR do that!,NVR,slang,genz_brainrot_slang,1,0
You won the lottery? NW!,NW,slang,genz_brainrot_slang,1,0
This situation feels like there’s NWO.,NWO,slang,genz_brainrot_slang,1,0
I saved the last slice O4U!,O4U,slang,genz_brainrot_slang,1,0
We’re facing a tough O in the next round.,O,slang,genz_brainrot_slang,1,0
"Sending you O, hope you feel better soon!",O,slang,genz_brainrot_slang,1,0
"Mission complete, O.",O,slang,genz_brainrot_slang,1,0
I got a great deal through OA.,OA,slang,genz_brainrot_slang,1,0
"OATUS, did you see the game last night?",OATUS,slang,genz_brainrot_slang,1,0
"That was an amazing shot, OB!",OB,slang,genz_brainrot_slang,1,0
You lost your keys again? OB!,OB,slang,genz_brainrot_slang,1,0
"OBV, I was going to say yes!",OBV,slang,genz_brainrot_slang,1,0
OFC I’ll be there tomorrow.,OFC,slang,genz_brainrot_slang,1,0
He’s the OG of street style.,OG,slang,genz_brainrot_slang,1,0
"The weekend went by so fast, OGIM.",OGIM,slang,genz_brainrot_slang,1,0
OH at the coffee shop: ‘I can’t believe they canceled the meeting!’,OH,slang,genz_brainrot_slang,1,0
"OHHEMMGEE, that’s so cute!",OHHEMMGEE,slang,genz_brainrot_slang,1,0
"I’ll call you back later, OI right now.",OI,slang,genz_brainrot_slang,1,0
"OIB, what did I miss?",OIB,slang,genz_brainrot_slang,1,0
You’re really mad? OJ!,OJ,slang,genz_brainrot_slang,1,0
Going to visit my OL this weekend.,OL,slang,genz_brainrot_slang,1,0
I met someone through OLL!,OLL,slang,genz_brainrot_slang,1,0
I’m going fishing with my OM this weekend.,OM,slang,genz_brainrot_slang,1,0
"OM, I can’t believe that just happened!",OM,slang,genz_brainrot_slang,1,0
"After sitting all day, OMAA!",OMAA,slang,genz_brainrot_slang,1,0
You want to change my weekend plans? OMDB!,OMDB,slang,genz_brainrot_slang,1,0
"OMFG, that’s incredible!",OMFG,slang,genz_brainrot_slang,1,0
"OMG, I can’t believe it!",OMG,slang,genz_brainrot_slang,1,0
"OMG, you look amazing!",OMG,slang,genz_brainrot_slang,1,0
"OMGYG2BK, that’s the best news ever!",OMGYG2BK,slang,genz_brainrot_slang,1,0
You missed the shot? OMGYS!,OMGYS,slang,genz_brainrot_slang,1,0
"OMS, that’s the truth!",OMS,slang,genz_brainrot_slang,1,0
"Just finished up, OMW now.",OMW,slang,genz_brainrot_slang,1,0
I’ll be ONL tonight if you want to chat.,ONL,slang,genz_brainrot_slang,1,0
"Finished for the day, OO!",OO,slang,genz_brainrot_slang,1,0
That comment was totally OOC for him.,OOC,slang,genz_brainrot_slang,1,0
"It’s late, I’m OOH!",OOH,slang,genz_brainrot_slang,1,0
OOMF just liked my tweet.,OOMF,slang,genz_brainrot_slang,1,0
"OOTD, I’ll finally visit Paris.",OOTD,slang,genz_brainrot_slang,1,0
Posting my OOTD for Instagram.,OOTD,slang,genz_brainrot_slang,1,0
"I’m OOTO until Monday, so I’ll reply then.",OOTO,slang,genz_brainrot_slang,1,0
"Can’t talk right now, I’m OP.",OP,slang,genz_brainrot_slang,1,0
You finished the project already? ORLY?,ORLY,slang,genz_brainrot_slang,1,0
I’m updating my OS tonight.,OS,slang,genz_brainrot_slang,1,0
"This might be OT, but did you see the game last night?",OT,slang,genz_brainrot_slang,1,0
"It’s late, OTB for me.",OTB,slang,genz_brainrot_slang,1,0
That joke had me OTFL!,OTFL,slang,genz_brainrot_slang,1,0
"I’m OTL, back in an hour.",OTL,slang,genz_brainrot_slang,1,0
"It’s expensive, but OTOH, it’s a great investment.",OTOH,slang,genz_brainrot_slang,1,0
"Can’t talk, I’m OTP right now.",OTP,slang,genz_brainrot_slang,1,0
They’re my favorite OTP from the show.,OTP,slang,genz_brainrot_slang,1,0
"That party was so OTT, but fun!",OTT,slang,genz_brainrot_slang,1,0
"OTTOMH, I’d say it’s about five miles.",OTTOMH,slang,genz_brainrot_slang,1,0
"Got to go, OTW now!",OTW,slang,genz_brainrot_slang,1,0
That match is OVA!,OVA,slang,genz_brainrot_slang,1,0
"I can’t make it, you’re OYO this time.",OYO,slang,genz_brainrot_slang,1,0
I’m going to dinner with my P tonight.,P,slang,genz_brainrot_slang,1,0
It’s nice to have a P2P discussion about school events.,P2P,slang,genz_brainrot_slang,1,0
P2P sharing is common in online networks.,P2P,slang,genz_brainrot_slang,1,0
"This game is P2P, so you need a subscription.",P2P,slang,genz_brainrot_slang,1,0
"Can’t talk now, P911!",P911,slang,genz_brainrot_slang,1,0
PAP of your new car!,PAP,slang,genz_brainrot_slang,1,0
We’re on PAT duty tonight.,PAT,slang,genz_brainrot_slang,1,0
"Can’t discuss that right now, PAW.",PAW,slang,genz_brainrot_slang,1,0
I found your number in the PBOOK.,PBOOK,slang,genz_brainrot_slang,1,0
My PC is a wizard in the game.,PC,slang,genz_brainrot_slang,1,0
"If you’re free later, PCM.",PCM,slang,genz_brainrot_slang,1,0
They were showing too much PDA at the park.,PDA,slang,genz_brainrot_slang,1,0
Got the job! I’m PDH right now!,PDH,slang,genz_brainrot_slang,1,0
"I’m unarmed, PDS!",PDS,slang,genz_brainrot_slang,1,0
I’ll be there PDQ!,PDQ,slang,genz_brainrot_slang,1,0
Hanging out with my PEEPS this weekend.,PEEPS,slang,genz_brainrot_slang,1,0
Your new car is PFT!,PFT,slang,genz_brainrot_slang,1,0
Send me a PIC of your new puppy!,PIC,slang,genz_brainrot_slang,1,0
That joke had me PIP!,PIP,slang,genz_brainrot_slang,1,0
"PIR, can’t talk about that right now.",PIR,slang,genz_brainrot_slang,1,0
Can you PISS in my coffee?,PISS,slang,genz_brainrot_slang,1,0
This project is such a PITA.,PITA,slang,genz_brainrot_slang,1,0
I caught a rare PKMN today!,PKMN,slang,genz_brainrot_slang,1,0
I just got a new PL8 for my car.,PL8,slang,genz_brainrot_slang,1,0
That was a well-PLD match!,PLD,slang,genz_brainrot_slang,1,0
PLMK if you’re free tomorrow.,PLMK,slang,genz_brainrot_slang,1,0
"Can you send me the report, PLS?",PLS,slang,genz_brainrot_slang,1,0
This event is perfect for PLU!,PLU,slang,genz_brainrot_slang,1,0
PLZ send me the details ASAP.,PLZ,slang,genz_brainrot_slang,1,0
PLZTLME what happened at the meeting!,PLZTLME,slang,genz_brainrot_slang,1,0
I’ll PM you the details.,PM,slang,genz_brainrot_slang,1,0
"PMFI, but I think we need to revise this.",PMFI,slang,genz_brainrot_slang,1,0
"PMFJI, but I have a suggestion.",PMFJI,slang,genz_brainrot_slang,1,0
That story had me PMSL!,PMSL,slang,genz_brainrot_slang,1,0
You’re having a tough day? POAHF!,POAHF,slang,genz_brainrot_slang,1,0
"If there’s no photo, POIDH!",POIDH,slang,genz_brainrot_slang,1,0
"POS, talk later.",POS,slang,genz_brainrot_slang,1,0
I need to use a POT to heal.,POT,slang,genz_brainrot_slang,1,0
Check out my POTD on Instagram!,POTD,slang,genz_brainrot_slang,1,0
"From my POV, this makes the most sense.",POV,slang,genz_brainrot_slang,1,0
I’ll be taking my POV on the road trip.,POV,slang,genz_brainrot_slang,1,0
A lot of PPL showed up to the event.,PPL,slang,genz_brainrot_slang,1,0
The package is PPU.,PPU,slang,genz_brainrot_slang,1,0
Your baby is so PRESH!,PRESH,slang,genz_brainrot_slang,1,0
I’ll PROBS be there by 7.,PROBS,slang,genz_brainrot_slang,1,0
I’ll PROLLY skip the meeting.,PROLLY,slang,genz_brainrot_slang,1,0
I’m running a new PROGGY on my laptop.,PROGGY,slang,genz_brainrot_slang,1,0
"Be careful, that site’s full of PRON.",PRON,slang,genz_brainrot_slang,1,0
Are you coming to the PRT tonight?,PRT,slang,genz_brainrot_slang,1,0
"Help spread the word, PRT!",PRT,slang,genz_brainrot_slang,1,0
"Can’t talk about it now, PRW.",PRW,slang,genz_brainrot_slang,1,0
Just a PSA: Don’t forget to hydrate!,PSA,slang,genz_brainrot_slang,1,0
"Let’s change the topic, PSOS.",PSOS,slang,genz_brainrot_slang,1,0
I’ve been playing on my PSP all day.,PSP,slang,genz_brainrot_slang,1,0
"Looking for a group, PST.",PST,slang,genz_brainrot_slang,1,0
"I was so exhausted, I just PTFO last night.",PTFO,slang,genz_brainrot_slang,1,0
"Well, we won the game, PTIYPASI!",PTIYPASI,slang,genz_brainrot_slang,1,0
"PTL, we made it home safely!",PTL,slang,genz_brainrot_slang,1,0
"That sounds interesting, PTMM!",PTMM,slang,genz_brainrot_slang,1,0
I’m using some PTO to take a vacation.,PTO,slang,genz_brainrot_slang,1,0
I’ll be taking some PTO next week.,PTO,slang,genz_brainrot_slang,1,0
We’re having a PTO meeting at the school.,PTO,slang,genz_brainrot_slang,1,0
I joined a PUG for the dungeon.,PUG,slang,genz_brainrot_slang,1,0
I prefer PVE content over PVP.,PVE,slang,genz_brainrot_slang,1,0
Let’s try some PVP battles tonight!,PVP,slang,genz_brainrot_slang,1,0
"I didn’t understand your point, PXT.",PXT,slang,genz_brainrot_slang,1,0
What’s that smell? PU!,PU,slang,genz_brainrot_slang,1,0
"I’ll be late, need to PUKS.",PUKS,slang,genz_brainrot_slang,1,0
She’s such a PYT!,PYT,slang,genz_brainrot_slang,1,0
"Got to go, PZ!",PZ,slang,genz_brainrot_slang,1,0
Let’s order some PZA for dinner.,PZA,slang,genz_brainrot_slang,1,0
I’ve been waiting in the Q for 30 minutes.,Q,slang,genz_brainrot_slang,1,0
"Hey, Q4U—what’s the plan for tonight?",Q4U,slang,genz_brainrot_slang,1,0
We need to run a QC check on the product.,QC,slang,genz_brainrot_slang,1,0
QFE: What’s everyone’s favorite movie?,QFE,slang,genz_brainrot_slang,1,0
"That statement is ridiculous, QFI!",QFI,slang,genz_brainrot_slang,1,0
They said they’d never change their mind… QFI.,QFI,slang,genz_brainrot_slang,1,0
"What they said was spot on, QFT.",QFT,slang,genz_brainrot_slang,1,0
Let’s grab a QIK coffee before the meeting.,QIK,slang,genz_brainrot_slang,1,0
"Come on, QL! I’m being serious.",QL,slang,genz_brainrot_slang,1,0
‘Be yourself; everyone else is already taken’—QOTD.,QOTD,slang,genz_brainrot_slang,1,0
"I lost my keys, Q_Q.",Q_Q,slang,genz_brainrot_slang,0,1
"Hey, QQ: What time does the event start?",QQ,slang,genz_brainrot_slang,1,0
"I sent the message, still waiting for a QSL.",QSL,slang,genz_brainrot_slang,1,0
I had a great QSO with him about technology.,QSO,slang,genz_brainrot_slang,1,0
"Look at that dog, such a QT!",QT,slang,genz_brainrot_slang,1,0
My niece is an absolute QTPI!,QTPI,slang,genz_brainrot_slang,1,0
R you coming to the party tonight?,R,slang,genz_brainrot_slang,1,0
R8 my outfit from 1 to 10!,R8,slang,genz_brainrot_slang,1,0
You’re awesome! RBAY!,RBAY,slang,genz_brainrot_slang,1,0
We need to leave RFN!,RFN,slang,genz_brainrot_slang,1,0
"RGR, I’ll meet you there.",RGR,slang,genz_brainrot_slang,1,0
I got the best seat—RHIP!,RHIP,slang,genz_brainrot_slang,1,0
"RIP, we’ll miss you.",RIP,slang,genz_brainrot_slang,1,0
"I can’t play tonight, got RL stuff to do.",RL,slang,genz_brainrot_slang,1,0
RLY? That’s amazing!,RLY,slang,genz_brainrot_slang,1,0
"He’s late again, RME.",RME,slang,genz_brainrot_slang,1,0
"RMLB, I’m not going to change my mind.",RMLB,slang,genz_brainrot_slang,1,0
You need more details? RMMM!,RMMM,slang,genz_brainrot_slang,1,0
That joke had me ROFL!,ROFL,slang,genz_brainrot_slang,1,0
"That video was so funny, ROFLCOPTER!",ROFLCOPTER,slang,genz_brainrot_slang,1,0
"I couldn’t stop laughing, ROFLMAO!",ROFLMAO,slang,genz_brainrot_slang,1,0
That meme had me ROTFL!,ROTFL,slang,genz_brainrot_slang,1,0
"The prank was so good, ROTFLUTS!",ROTFLUTS,slang,genz_brainrot_slang,1,0
I’ve been playing RS all weekend.,RS,slang,genz_brainrot_slang,1,0
I’ll finish the report RSN.,RSN,slang,genz_brainrot_slang,1,0
"I’ll be there at 5, RT.",RT,slang,genz_brainrot_slang,1,0
Thanks for the RT!,RT,slang,genz_brainrot_slang,1,0
"After that drama, I’ve got a new RTBS.",RTBS,slang,genz_brainrot_slang,1,0
"You’re doing it wrong, RTFM!",RTFM,slang,genz_brainrot_slang,1,0
"You missed the point, RTFQ!",RTFQ,slang,genz_brainrot_slang,1,0
RTHX for sharing my post!,RTHX,slang,genz_brainrot_slang,1,0
"Before you ask, RTMS!",RTMS,slang,genz_brainrot_slang,1,0
We need to focus on customer RTNTN.,RTNTN,slang,genz_brainrot_slang,1,0
The pay raise will be RTRCTV to last month.,RTRCTV,slang,genz_brainrot_slang,1,0
She’s planning for RTRMT in a few years.,RTRMT,slang,genz_brainrot_slang,1,0
You’re still confused? RTSM!,RTSM,slang,genz_brainrot_slang,1,0
"You missed the point, RTWFQ!",RTWFQ,slang,genz_brainrot_slang,1,0
RU coming to the party tonight?,RU,slang,genz_brainrot_slang,1,0
"Before we start the game, RUMOF?",RUMOF,slang,genz_brainrot_slang,1,0
"I’ve been texting you, RUT?",RUT,slang,genz_brainrot_slang,1,0
"You seem upset, RUOK?",RUOK,slang,genz_brainrot_slang,1,0
"I’ll see you soon, RX.",RX,slang,genz_brainrot_slang,1,0
Got to get back to RW responsibilities.,RW,slang,genz_brainrot_slang,1,0
I need to pick up my RX from the pharmacy.,RX,slang,genz_brainrot_slang,1,0
Feeling down? RYB for inspiration.,RYB,slang,genz_brainrot_slang,1,0
I prefer RYO cigarettes.,RYO,slang,genz_brainrot_slang,1,0
"The instructions are clear, RYS!",RYS,slang,genz_brainrot_slang,1,0
"We’ve been chatting for a while, RYS?",RYS,slang,genz_brainrot_slang,1,0
"S2R your address, and I’ll mail it.",S2R,slang,genz_brainrot_slang,1,0
"S2S, but the event has been canceled.",S2S,slang,genz_brainrot_slang,1,0
"If you sign up for that site, you’ll get S4L.",S4L,slang,genz_brainrot_slang,1,0
That story was SAL!,SAL,slang,genz_brainrot_slang,1,0
"I didn’t mean to be late, SAT!",SAT,slang,genz_brainrot_slang,1,0
"His comment was SAVAGE, but true.",SAVAGE,slang,genz_brainrot_slang,1,0
I’ll SB when I get your message.,SB,slang,genz_brainrot_slang,1,0
The project SB done by Friday.,SB,slang,genz_brainrot_slang,1,0
"You sent me a picture of your smile, SB!",SB,slang,genz_brainrot_slang,1,0
That performance had me SBIA!,SBIA,slang,genz_brainrot_slang,1,0
"I didn’t mean to miss the call, SBT.",SBT,slang,genz_brainrot_slang,1,0
"It’s getting hot out, SC!",SC,slang,genz_brainrot_slang,1,0
"Goodnight, SD!",SD,slang,genz_brainrot_slang,1,0
"Tucking you in, SDMB.",SDMB,slang,genz_brainrot_slang,1,0
SENPAI noticed me!,SENPAI,slang,genz_brainrot_slang,1,0
We need to improve our SEO for better website traffic.,SEO,slang,genz_brainrot_slang,1,0
"When I saw the surprise, I was SETE!",SETE,slang,genz_brainrot_slang,1,0
Just took a SELFIE at the beach!,SELFIE,slang,genz_brainrot_slang,1,0
"SFAIK, the meeting is still on for tomorrow.",SFAIK,slang,genz_brainrot_slang,1,0
"You’re tired? SH, I’m exhausted too.",SH,slang,genz_brainrot_slang,1,0
"That’s so funny, SH^!",SH^,slang,genz_brainrot_slang,1,0
"I forgot my keys again, SHID!",SHID,slang,genz_brainrot_slang,1,0
I totally SHIP those two characters!,SHIP,slang,genz_brainrot_slang,1,0
"I had to make the joke, SICNR.",SICNR,slang,genz_brainrot_slang,1,0
"I’m late, SIG2R!",SIG2R,slang,genz_brainrot_slang,1,0
"After that decision, SIHTH.",SIHTH,slang,genz_brainrot_slang,1,0
"SIMYC, I was in a meeting.",SIMYC,slang,genz_brainrot_slang,1,0
"One day, I’ll SIR with this idea!",SIR,slang,genz_brainrot_slang,1,0
"That joke was so bad, I’m SIS.",SIS,slang,genz_brainrot_slang,1,0
I’m spending the weekend with my SIS.,SIS,slang,genz_brainrot_slang,1,0
"It was great catching up, SIT!",SIT,slang,genz_brainrot_slang,1,0
I’m SITD about the details of the project.,SITD,slang,genz_brainrot_slang,1,0
"She’s always advocating for causes, total SJW.",SJW,slang,genz_brainrot_slang,1,0
We’re going to SK8 at the park later.,SK8,slang,genz_brainrot_slang,1,0
I’ve been SK8NG since I was a kid.,SK8NG,slang,genz_brainrot_slang,1,0
He’s a total SK8R with all the tricks.,SK8R,slang,genz_brainrot_slang,1,0
I used to have a crush on a SK8RBOI.,SK8RBOI,slang,genz_brainrot_slang,1,0
Let’s meet at 7 for dinner? SLAP!,SLAP,slang,genz_brainrot_slang,1,0
I spend way too much time on SM.,SM,slang,genz_brainrot_slang,1,0
The sky was SMAZED after the fireworks.,SMAZED,slang,genz_brainrot_slang,1,0
"He’s SMEXI, isn’t he?",SMEXI,slang,genz_brainrot_slang,1,0
"He forgot his homework again, SMH.",SMH,slang,genz_brainrot_slang,1,0
The logic in that statement has me SMHID.,SMHID,slang,genz_brainrot_slang,1,0
The meeting turned into a SNAFU.,SNAFU,slang,genz_brainrot_slang,1,0
That SNERT really needs to learn some manners.,SNERT,slang,genz_brainrot_slang,1,0
I’m going out with my SO tonight.,SO,slang,genz_brainrot_slang,1,0
That SOAB cut me off in traffic!,SOAB,slang,genz_brainrot_slang,1,0
"Don’t worry about being late, S’OK.",S’OK,slang,genz_brainrot_slang,1,0
"SOL, you’ll get used to it.",SOL,slang,genz_brainrot_slang,1,0
"I’ve texted you three times today, SOMY?",SOMY,slang,genz_brainrot_slang,1,0
"Just wondering, SorG?",SorG,slang,genz_brainrot_slang,1,0
"SOS, I’m lost in the city!",SOS,slang,genz_brainrot_slang,1,0
He was acting like a total SOS.,SOS,slang,genz_brainrot_slang,1,0
"Can’t chat long, I’m SOT today.",SOT,slang,genz_brainrot_slang,1,0
"SOTMG, I’ll talk to you later.",SOTMG,slang,genz_brainrot_slang,1,0
"Can’t talk now, SOWM.",SOWM,slang,genz_brainrot_slang,1,0
"SPK your mind, I’m listening.",SPK,slang,genz_brainrot_slang,1,0
"SRSLY, I can’t believe he said that.",SRSLY,slang,genz_brainrot_slang,1,0
Let’s meet SPST next week.,SPST,slang,genz_brainrot_slang,1,0
I SPTO her about the event.,SPTO,slang,genz_brainrot_slang,1,0
"He’s so SQ, always following the rules.",SQ,slang,genz_brainrot_slang,1,0
SRY I missed your call.,SRY,slang,genz_brainrot_slang,1,0
SS for being late!,SS,slang,genz_brainrot_slang,1,0
"Nothing new here, SSDD.",SSDD,slang,genz_brainrot_slang,1,0
"That movie was SSIF, I couldn’t stop laughing.",SSIF,slang,genz_brainrot_slang,1,0
"His argument was SSINF, I couldn’t even respond.",SSINF,slang,genz_brainrot_slang,1,0
You better ST&D before you get into trouble!,ST&D,slang,genz_brainrot_slang,0,1
I totally Stan for that band!,Stan,slang,genz_brainrot_slang,1,0
"I couldn’t believe what he was saying, STFU!",STFU,slang,genz_brainrot_slang,1,0
"I’m STR8, not interested.",STR8,slang,genz_brainrot_slang,1,0
"If you don’t know, just STW.",STW,slang,genz_brainrot_slang,1,0
"SU, I can’t believe you said that!",SU,slang,genz_brainrot_slang,1,0
Goodnight! SUITM.,SUITM,slang,genz_brainrot_slang,1,0
"Heading out now, SUL!",SUL,slang,genz_brainrot_slang,1,0
SUP? Haven’t heard from you in a while.,SUP,slang,genz_brainrot_slang,1,0
"They’re talking again, but I’m SUTH.",SUTH,slang,genz_brainrot_slang,1,0
That traffic SUX!,SUX,slang,genz_brainrot_slang,1,0
"That’s not true, SUYF!",SUYF,slang,genz_brainrot_slang,1,0
I got so much SWAG at the conference!,SWAG,slang,genz_brainrot_slang,1,0
"I don’t know the exact answer, but here’s my SWAG.",SWAG,slang,genz_brainrot_slang,1,0
"I sent you a letter, SWAK.",SWAK,slang,genz_brainrot_slang,1,0
The letter had SWALK written on the envelope.,SWALK,slang,genz_brainrot_slang,1,0
"I didn’t have time to check the facts, so I made a SWAT.",SWAT,slang,genz_brainrot_slang,1,0
That joke had me SWL!,SWL,slang,genz_brainrot_slang,1,0
SWMBO says I need to mow the lawn.,SWMBO,slang,genz_brainrot_slang,1,0
"Got to run, SYL!",SYL,slang,genz_brainrot_slang,1,0
"I’ll be over in a bit, SYS!",SYS,slang,genz_brainrot_slang,1,0
"You don’t know what you’re talking about, SYY!",SYY,slang,genz_brainrot_slang,1,0
"We’ll get through this, just T+!",T+,slang,genz_brainrot_slang,1,0
"You’re the best, T4BU!",T4BU,slang,genz_brainrot_slang,1,0
Having a rough day? T:)T!,T:)T,slang,genz_brainrot_slang,0,1
TA for all your help today!,TA,slang,genz_brainrot_slang,1,0
"Got to sign off, TAFN!",TAFN,slang,genz_brainrot_slang,1,0
Let’s meet TAM for breakfast.,TAM,slang,genz_brainrot_slang,1,0
That character is such a TANK!,TANK,slang,genz_brainrot_slang,1,0
I totally TANKED that boss in the game.,TANKED,slang,genz_brainrot_slang,1,0
Our team was TANKING the competition!,TANKING,slang,genz_brainrot_slang,1,0
The project is TARFU right now.,TARFU,slang,genz_brainrot_slang,1,0
"Just wanted to say hi, TAU.",TAU,slang,genz_brainrot_slang,1,0
"Hope you’re doing well, TAUMUALU.",TAUMUALU,slang,genz_brainrot_slang,1,0
"TBBH, I didn’t like the movie.",TBBH,slang,genz_brainrot_slang,1,0
"The series finale was such a cliffhanger, TBC.",TBC,slang,genz_brainrot_slang,1,0
The meeting time is TBD.,TBD,slang,genz_brainrot_slang,1,0
"TBH, I don’t really like sushi.",TBH,slang,genz_brainrot_slang,1,0
"I’m busy now, TBL when you can.",TBL,slang,genz_brainrot_slang,1,0
"Here’s a photo from high school, TBT!",TBT,slang,genz_brainrot_slang,1,0
"Goodbye, TC!",TC,slang,genz_brainrot_slang,1,0
I’ve got to TCB before the deadline.,TCB,slang,genz_brainrot_slang,1,0
Stay safe and TCOY.,TCOY,slang,genz_brainrot_slang,1,0
I love playing TD games.,TD,slang,genz_brainrot_slang,1,0
He sent me a flirty message saying TD2M.,TD2M,slang,genz_brainrot_slang,1,0
She jokingly said TDTM during the chat.,TDTM,slang,genz_brainrot_slang,1,0
"Spill the TEA, I want to hear all the details!",TEA,slang,genz_brainrot_slang,1,0
That video was TFF!,TFF,slang,genz_brainrot_slang,1,0
"That article was really helpful, TFS!",TFS,slang,genz_brainrot_slang,1,0
TFTF! Looking forward to your posts.,TFTF,slang,genz_brainrot_slang,1,0
"TFTI, but I can’t make it to the party.",TFTI,slang,genz_brainrot_slang,1,0
"This is a great tip, TFTT!",TFTT,slang,genz_brainrot_slang,1,0
TG it stopped raining just in time!,TG,slang,genz_brainrot_slang,1,0
"Finally, the weekend is here! TGIF!",TGIF,slang,genz_brainrot_slang,1,0
THNQ for helping me with my project!,THNQ,slang,genz_brainrot_slang,1,0
THNX for the advice!,THNX,slang,genz_brainrot_slang,1,0
Look at that THOT at the party.,THOT,slang,genz_brainrot_slang,1,0
"Feeling stressed? THT, it’ll get better.",THT,slang,genz_brainrot_slang,1,0
TIA for any suggestions you can give!,TIA,slang,genz_brainrot_slang,1,0
"Don’t stress, TIAD!",TIAD,slang,genz_brainrot_slang,1,0
"My comment was TIC, don’t take it too seriously.",TIC,slang,genz_brainrot_slang,1,0
TIL that honey never spoils!,TIL,slang,genz_brainrot_slang,1,0
I appreciate that you always TILIS.,TILIS,slang,genz_brainrot_slang,1,0
"Can’t talk about it now, TIR.",TIR,slang,genz_brainrot_slang,1,0
"I’ve got to go, TLK2UL8R!",TLK2UL8R,slang,genz_brainrot_slang,1,0
"The article was TL, couldn’t finish it.",TL,slang,genz_brainrot_slang,1,0
Here’s the summary of the report: TL;DR.,TL;DR,slang,genz_brainrot_slang,0,1
"TM, this movie is worth watching!",TM,slang,genz_brainrot_slang,1,0
"TMA, don’t invest in that stock.",TMA,slang,genz_brainrot_slang,1,0
"Let me know what time works for you, TMB!",TMB,slang,genz_brainrot_slang,1,0
